dish_name,dish_rating,cooking_time,course,cuisine,ingredients
Roti Bread from India,4,2700,[Breads],Indian,"['durum wheat flour', 'salt', 'water', 'vegetable oil']"
Indian Yellow Split Pea Dal,4,3300,,Indian,"['butter', 'garlic clove', 'yellow split pea', 'water', 'tumeric', 'cinnamon', 'cumin seed', 'mustard seed', 'black pepper', 'crushed red pepper flake', 'salt']"
Easy & Amazing Vegan Indian Samosas,3,2400,,Indian,"['all purpose flour', 'vegetable oil', 'potato', 'cilantro', 'onion', 'green chilies', 'oil', 'tumeric', 'red chili powder', 'crushed garlic', 'ginger', 'salt']"
"Middle Eastern Spicy Ground Beef with Baharat Seasoning, Mint, and Cilantro",5,3900,[Main Dishes],Indian,"['ground coriander', 'ground cumin', 'ground cardamom', 'ground caraway', 'ground turmeric', 'vegetable oil', 'minced onion', 'minced garlic', 'ginger root', 'extra lean ground beef', 'tomato', 'seasoning', 'chopped cilantro fresh', 'chopped fresh mint', 'quinoa', 'rice', 'couscous', ' greek yogurt']"
"Goan Curried Braised Beef With Coconut Milk, Vinegar and Potatoes",4,6300,[Main Dishes],Indian,"['chuck', 'paprika', 'cayenne pepper', 'ground turmeric', 'potato', 'vegetable oil', 'purple onion', 'cardamom', 'bay leaf', 'cinnamon stick', 'ground cumin', 'ground coriander', 'coconut milk', 'diced tomato', 'cider vinegar', 'salt', 'chopped cilantro', 'shredded carrot', 'bell pepper', 'cashew nut', 'plain yogurt', 'ghee', 'mustard seed']"
Chickpea Curry with Quinoa,4,3000,[Main Dishes],Indian,"['coconut oil', 'onion', 'garlic', 'fresh ginger', 'tumeric', 'coriander', 'cumin', 'cardamom', 'tomato', 'carrot', 'chickpea', 'water', 'coconut milk', 'sea salt', 'cilantro leaf', 'quinoa']"
Indian Mango Mania Lassi,4,600,[Beverages],Indian,"[' yogurt', 'mango', 'sugar', 'cold water', 'crushed ice']"
Red Lentils and Spinach in Masala Sauce,4,3000,[],Indian,"['masala', 'cumin seed', 'coriander seed', 'ginger', 'red pepper flake', 'smoked paprika', 'marsala wine', 'salt', 'peanut oil', 'tomato paste', 'cilantro leaf', 'lentil', 'coconut oil', 'purple onion', 'garlic', 'stewed tomato', 'coconut milk', 'red lentil', 'spinach']"
"Panchratani Daal, Five-Lentils Medley",4,4800,[Main Dishes],Indian,"['lentil', 'daal', 'bengal gram', 'mung bean', 'pigeon pea', 'black bean', 'masala', 'onion', 'garlic', 'ginger', 'tumeric', 'chili powder', 'clove', 'cinnamon', 'seed', 'salt', 'tomato', 'green chilies', 'coriander', 'olive oil', 'cumin seed', 'red chili pepper']"
Kichadi,3,5400,[Main Dishes],Indian,"['water', 'brown basmati rice', 'red lentil', 'ground cumin', 'ground coriander', 'red pepper flake', 'ground turmeric', 'cardamom seed', 'ground clove', 'yellow onion', 'minced garlic', 'minced ginger', 'yukon gold potato', 'yam', 'celery', 'green pea', 'curly kale', 'walnut']"
Curried Red Lentil Sweet Potato Stew,4,4200,[Main Dishes],Indian,"['coconut oil', 'yellow onion', 'carrot', 'garlic clove', 'fresh ginger', 'sweet potato', 'curry powder', 'ground cardamom', 'red lentil', 'vegetable broth', 'green bean', 'frozen pea', 'baby spinach', 'lime', 'lemon', 'red pepper flake', 'fresh cilantro', 'greek yogurt', 'extra virgin olive oil', 'fresh lemon juice', 'freshly ground black pepper', 'sea salt']"
Warm Spiced Beef Curry with Rice,3,12600,[Main Dishes],Indian,"['stewing beef', 'vegetable oil', 'onion', 'clove', ' garlic clove', 'cinnamon stick', 'bay leaf', 'crushed red pepper', 'coconut milk', 'tomato with juice', 'chutney', 'fresh lemon juice', 'peeled fresh ginger', 'mild curry powder', 'salt', 'cooked rice']"
Indian Masala Chai,4,1500,[Beverages],Indian,"['cinnamon stick', 'water', 'clove', 'cardamom pod', 'milk', 'granulated sugar', 'ground ginger', 'ground black pepper', 'black tea']"
Weeknight Tikka Masala,3,1200,[Main Dishes],Indian,"['oil', 'onion', 'garlic', 'chicken piece', 'smoked paprika', 'garam masala', 'ground cumin', 'chili powder', 'chopped tomato', 'cream', 'salt', 'black pepper', 'fresh coriander', 'rice']"
Achari Gobhi,4,1800,,Indian,"['cauliflower', 'onion', 'fenugreek seed', 'mustard seed', 'cumin seed', 'nigella seed', 'fennel seed', 'asafoetida', 'ground cumin', 'coriander powder', 'ground turmeric', 'red chili powder', 'green chilies', 'garlic paste', 'yoghurt', 'salt', 'mustard oil', 'cilantro leaf']"
Indian Cauliflower Curry,4,3600,,Indian,"['cauliflower', 'ginger pur e', 'red chili powder', 'green chilies', 'ground turmeric', 'ground cumin', 'chopped cilantro', 'garam masala', 'ground coriander', 'salt', 'lemon juice']"
Beef Masala Curry,4,2400,[Main Dishes],Indian,"['stewing beef', 'onion', 'garlic clove', 'crushed tomato', 'fresh cilantro', 'salt', 'ground black pepper', 'tumeric', 'garam masala', 'cumin', 'coriander', 'cayenne pepper', 'smoked paprika', 'lemon zest', 'brown sugar', 'oil', 'beef stock']"
Crispy Indian Okra,4,1800,[Side Dishes],Indian,"['baby okra', 'ghee', 'cumin seed', 'onion', 'chile', 'ginger', 'garlic', 'ground turmeric', 'salt']"
Best Ever Bombay Potatoes,3,2700,[Side Dishes],Indian,"['salt', ' potato', 'ginger root', 'garlic clove', 'tomato', 'vegetable oil', 'cumin seed', 'mustard seed', 'onion', 'tumeric', 'ground coriander', 'ground cumin', 'garam masala', 'chili powder', 'cilantro leaf']"
Indian Lamb Curry,4,4200,[Main Dishes],Indian,"['oil', 'lamb shoulder', 'garlic clove', 'onion', 'curry powder', 'fresh ginger', 'vinegar', 'salt', 'red chili pepper', 'tomato', 'garam masala', 'chopped fresh mint', 'fresh coriander']"
"Palak Chole (Indian Spinach and Chickpea Curry) [Vegan, Gluten-Free]",3,4800,[Main Dishes],Indian,"['onion', 'green chilies', 'garlic clove', 'ginger', 'oil', 'cumin seed', 'cardamom pod', 'bay leaf', 'chopped tomato', 'coriander', 'garam masala', 'tumeric', 'cinnamon', 'spinach', 'chickpea', 'water']"
"Spicy Tandoori Chicken, Indian Mexican Fusion",4,1800,[Main Dishes],Indian,"['chicken drumstick', 'yoghurt', 'el yucateco hot sauce', 'lemon', 'mexican oregano', 'cilantro', 'ground cumin', 'coriander powder', 'clove', 'ground turmeric', 'ground cinnamon', 'onion', 'minced garlic', 'salt', 'pepper', 'nutmeg', 'garlic', 'fenugreek leaf']"
Tandoori Fish,3,3900,[Main Dishes],Indian,"['fish fillet', 'plain yogurt', 'tomato pur e', 'tandoori spice', 'garlic', 'ginger', 'food colouring', 'green chilies', 'oil', 'salt']"
Tamarind rice/Puliyodharai/Pulihora,4,4200,,Indian,"['oil', 'red chili pepper', 'bengal gram', 'black gram', 'fenugreek seed', 'coriander seed', 'asafoetida', 'curry leaf', 'tamarind juice', 'green chilies', 'tumeric', 'salt', 'sugar', 'spice', 'mustard seed', 'cashew nut', 'peanut', 'cooked rice', 'tamarind paste']"
Indian Dhal (Lentil Puree),4,3300,[],Indian,"['ghee', 'red lentil', 'garlic', 'onion', 'ground turmeric', 'gingerroot', 'salt', 'water']"
Curried Rice with Shrimp,4,2700,[Main Dishes],Indian,"['olive oil', 'onion', 'carrot', 'garlic', 'curry powder', 'long grain white rice', 'kosher salt', 'pepper', ' shrimp', 'fresh basil']"
Curried Sauteed Cauliflower,5,1200,[Side Dishes],Indian,"['cauliflower', 'peanut oil', 'cumin seed', 'purple onion', 'curry', 'salt', 'pepper', 'fresh cilantro', 'fresh lime']"
Indian Fruit Lassi,4,600,[],Indian,"['ice water', 'whole milk yoghurt', 'ground cardamom', 'cold milk', 'mango', 'rose water', 'toasted slivered almond']"
Paneer Butter Masala â No Onion No Garlic Version,4,3300,[],Indian,"['paneer', 'tomato', 'green chilies', 'ginger', 'cashew nut', 'milk', 'cinnamon', 'clove', 'bay leaf', 'red chili powder', 'ground turmeric', 'garam masala', 'kasuri methi', 'salt', 'oil']"
Chicken Biryani,4,3300,[Main Dishes],Indian,"['long grain rice', 'water', 'salt', 'chicken', 'onion', 'yoghurt', 'ginger paste', 'garlic paste', 'biryani masala', 'red chili powder', 'tomato', 'green chilies', 'mint leaf', 'ghee', 'yellow food coloring', 'ground cardamom', 'nutmeg', 'cardamom', 'clove', 'pepper', 'lemon juice', 'kewra water']"
Indian Butter Chicken,4,4200,[Main Dishes],Indian,"['plum tomato', 'butter', 'oil', 'bone in chicken thigh', 'ground ginger', 'ground cinnamon', 'curry powder', 'brown sugar', 'salt', 'plain yogurt', 'lemon juice']"
Indian Shrimp Vindaloo,4,2700,[Main Dishes],Indian,"['salt', 'ground turmeric', 'red pepper flake', 'ground black pepper', 'ground cumin', 'ground coriander', 'ground cinnamon', 'dry mustard', 'ground clove', 'ground ginger', 'cider vinegar', 'ground cardamom', 'onion', 'vegetable oil', 'tomato', 'garlic', 'fresh lemon juice', 'shrimp', 'cooked rice']"
Paneer Tikka Masala,3,4800,,Indian,"['paneer', 'curd', 'ginger', 'garlic', 'coriander powder', 'garam masala', 'ground paprika', 'chili powder', 'salt', 'onion', 'tomato', 'cumin seed', 'cinnamon stick', 'garlic clove', 'curry powder', 'sugar', 'cream', 'cilantro leaf', 'water']"
Indian Spiced Potato Wedges With Coriander Lime Yogurt,4,2700,,Indian,"['potato', 'oil', 'hot chili powder', 'ground cumin', 'ground coriander', 'ground turmeric', 'garam masala', 'salt', 'black pepper', 'greek yogurt', 'lime', 'fresh coriander']"
Hotel Saravana Bhavan Vegetable Kurma,4,3900,[],Indian,"['cashew nut', 'water', 'white poppy seed', 'grated coconut', 'potato', 'bean', 'carrot', 'green pea', 'chowchow', 'salt', 'ground turmeric', 'bay leaf', 'cardamom', 'clove', 'cinnamon', 'green chilies', 'chili powder', 'coriander powder', 'vegetable oil', 'ghee', 'onion', 'garlic paste', 'tomato', 'curd', 'milk', 'garam masala', 'cilantro leaf']"
Pumpkin Masala,3,2700,,Indian,"['pumpkin', 'onion', 'ginger', 'crushed garlic', 'jalapeno chilies', 'tomato', 'ground coriander', 'ground cumin', 'garam masala', 'tumeric', 'red chili powder', 'water', 'salt', 'oil']"
Eggplant Curry,4,4200,[Main Dishes],Indian,"['eggplant', 'ghee', 'onion', 'fresh ginger', 'garlic', 'fennel seed', 'cumin seed', 'ground coriander', 'ground turmeric', 'chili powder', 'cayenne', 'sea salt', 'chopped tomato', 'fresh coriander', 'unsalted butter']"
Basmati Rice,5,2400,[Side Dishes],Indian,"['basmati rice', 'unsalted butter', 'water', 'salt']"
Kerala style Fish Molee/Moly,4,3900,[],Indian,"['fish', 'vinegar', 'lemon juice', 'pepper', 'ground turmeric', 'salt', 'onion', 'ginger', 'chopped garlic', 'green chilies', 'cardamom', 'clove', 'cinnamon', 'garam masala', 'coconut milk', 'curry leaf', 'oil', ' tomato']"
Felicity Cloakeâs perfect chana masala,3,2700,[],Indian,"['chickpea', 'vegetable oil', 'cumin seed', 'onion', 'garlic clove', 'ginger root', 'fresh coriander', 'green chilies', 'ground coriander', 'chili powder', 'ground turmeric', 'plum tomato', 'fine salt', 'garam masala', 'lemon juice']"
Indian Shrimps with Okra,4,4200,,Indian,"['shrimp', 'lemon juice', 'salt', 'okra', 'onion', 'vegetable oil', 'green chilies', 'seed', 'garlic', 'chili powder', 'garam masala', 'ground cumin', 'coriander powder', 'ground turmeric', 'black pepper', 'chopped cilantro']"
Chicken Tikka Masala,4,2700,[Main Dishes],Indian,"['boneless skinless chicken breast', 'onion', 'garlic', 'fresh ginger', 'tomato pur e', 'ground turmeric', 'ground cumin', 'garam masala', 'cayenne pepper', 'yoghurt', 'salt', 'oil', 'cilantro']"
Pakistani Style Chanay Ka Pulao (Chickpeas / Garbanzo Beans Pilaf),4,1200,,Indian,"['basmati rice', 'chickpea', 'garbanzo bean', 'oil', 'onion', 'cumin seed', 'garlic paste', 'salt', 'red chili powder', 'black cardamom pod', 'clove', 'cinnamon stick', 'yoghurt', 'anise seed', 'garam masala', 'water']"
30-Minute Vegan Chana Masala,4,2100,[Main Dishes],Indian,"['ground cumin', 'paprika', 'ground turmeric', 'ground coriander', 'garam masala', 'cayenne pepper', 'coconut oil', 'yellow onion', 'jalapeno chilies', 'garlic', 'ginger', 'whole peeled tomato', 'chickpea', 'salt', 'lemon', 'fresh cilantro', 'greek yogurt']"
Chicken Chettinad â a chicken dish from Tamil Nadu,3,1800,[Main Dishes],Indian,"['chicken', 'curry leaf', 'onion', 'tomato', 'red chili powder', 'tumeric', 'poppy seed', 'coriander seed', 'fennel seed', 'cumin seed', 'cinnamon', 'cardamom', 'whole clove', 'dried red chile pepper', 'peppercorn', 'ginger', 'garlic', 'coconut', 'lemon juice', 'oil', 'salt']"
Spicy Indian Grilled Chicken,4,3300,[Main Dishes],Indian,"['paprika', 'black pepper', 'garam masala', 'cayenne pepper', 'oregano', 'ground cumin', 'garlic clove', 'salt', 'lemon juice', 'vegetable oil', 'chicken piece', 'yoghurt']"
Indian Basmati Rice Seasoned with Garam Masala,4,3000,[Side Dishes],Indian,"['onion', 'garlic', 'basmati rice', 'butter', 'salt', 'vegetable broth', 'garam masala']"
Indian Spiced Cauliflower and Potato,5,2100,[Side Dishes],Indian,"['cauliflower', 'potato', 'onion', 'butter', 'salt', 'garam masala', 'coriander', 'tumeric', 'chili powder']"
Tandoori Chicken Kebabs,4,1500,[Main Dishes],Indian,"['chicken tenderloin', 'sweet onion', 'lemon', 'minced garlic', 'olive oil', 'paprika', 'tumeric', 'garam masala', 'coriander', 'cayenne pepper', 'salt', 'lowfat greek yogurt', 'fresh cilantro']"
High Chai,3,2100,[Beverages],Indian,"['garam masala', 'cinnamon', 'cardamom pod', 'clove', 'ginger', 'water']"
Crock Pot Butter Chicken,4,15600,[Main Dishes],Indian,"['butter', 'vegetable oil', 'onion', 'chicken breast', 'garlic', 'ginger', 'salt', 'garam masala', 'curry powder', 'paprika', 'cinnamon', 'chicken stock', 'chopped tomato', 'tomato pur e', 'sugar', 'cardamom pod', 'heavy cream', 'coriander']"
Lentil and Chick Pea Curry with Coconut Milk,4,3900,[Main Dishes],Indian,"['canola oil', 'onion', 'garlic', 'fresh ginger', 'carrot', 'curry paste', 'cayenne pepper', 'ground cumin', 'ground coriander', 'salt', 'crushed tomato', 'coconut milk', 'green lentil', 'chickpea', 'honey', 'cauliflower floret', 'frozen pea', 'stock', 'cilantro', 'hot sauce', 'plain yogurt']"
Samosa Mashed Potatoes,4,1800,[Side Dishes],Indian,"['ghee', 'cumin seed', 'mustard seed', 'purple onion', 'russet potato', 'garlic', 'jalapeno chilies', 'carrot', 'garam masala', 'mild curry powder', 'salt', 'ground ginger', 'white pepper', 'frozen pea', 'heavy cream', 'cilantro']"
Dahi Vada,3,1200,[Appetizers],Indian,"['urad dal', 'moong dal', 'ginger', 'green chilies', 'black pepper', 'salt', 'asafoetida', 'oil', 'curd', 'chutney', 'coriander', 'chili powder', 'ground cumin', 'chaat masala', 'cilantro leaf', 'pomegranate seed']"
Indian Style Rice,5,3900,[Side Dishes],Indian,"['long grain rice', 'water', 'salt', 'clove', 'cardamom pod', 'cinnamon', 'vegetable oil', 'mustard seed', 'cumin seed', 'chili flake', 'onion', 'garlic clove', 'tumeric']"
Easy Mixed Vegetable Curry,4,2100,[Main Dishes],Indian,"['olive oil', 'onion', 'garlic clove', 'ginger', 'serrano pepper', 'garam masala', 'ground coriander', 'ground cumin', 'tumeric', 'black pepper', 'vegetable broth', 'crushed tomato', 'baking potato', 'cauliflower floret', 'carrot', 'fresh green bean', 'fresh cilantro', 'basmati rice', 'salt']"
Eggplant and Potato Curry,3,3000,[Main Dishes],Indian,"['oil', 'cumin seed', 'asafoetida', 'garlic', 'ginger', 'green chilies', 'onion', 'small tomato', 'eggplant', 'medium potato', 'ground turmeric', 'chili powder', 'amchur', 'garam masala', 'fenugreek leaf', 'salt', 'pepper', 'cilantro leaf']"
Mango Lassi,4,900,[Beverages],Indian,"['mango', 'plain yogurt', 'lime juice', 'honey', 'ice cube']"
Scrambled Eggs With Spice-studded Rice,3,4800,[Breakfast and Brunch],Indian,"['ghee', 'shallot', ' garlic clove', 'green cardamom pod', 'black peppercorn', 'clove', 'fresh curry leaf', 'black mustard seed', 'chili flake', 'ground cumin', 'ground turmeric', 'basmati rice', 'salt', 'medium egg', 'feta cheese', 'lime juice', 'coriander', 'spring onion', 'red pepper', 'freshly ground black pepper', 'new potato', 'olive oil', 'garlic clove', 'cumin seed', 'hot smoked paprika', 'egg', 'cream cheese', 'sourdough', 'baby spinach leaf', 'white bread', 'unsalted butter', 'goat cheese', 'dukkah']"
Rasgulla -Famous Bengali Sweet | Indian Sweet,4,600,[],Indian,"['milk', 'lemon', 'sugar', 'cardamon', 'water', 'pistachio nut']"
Indian Spiced Beef Kabobs,4,1200,[],Indian,"['beef sirloin', 'plain yogurt', 'ginger', 'garlic clove', 'curry powder', 'garam masala', 'salt', 'cayenne']"
Plain Aloo Tikki,4,1800,,Indian,"['potato', 'garam masala', 'chilli', 'salt', 'cumin seed', 'ginger', 'fresh coriander']"
Indian Garbanzo Beans (Chole),4,1800,[],Indian,"['ghee', 'garbanzo bean', 'ginger', 'onion', 'tomato', 'garlic', 'tumeric', 'ground cumin', 'chili powder', 'coriander powder', 'garam masala', 'cilantro leaf', 'lemon slice']"
Indian Cardamom Lassi,4,300,[Beverages],Indian,"['sugar', ' plain yogurt', 'ground cardamom', 'ice cube']"
Bhindi Masala (North Indian Okra Stir-Fry),3,1800,[Side Dishes],Indian,"['canola oil', 'garlic', 'chile de arbol', 'purple onion', 'okra', 'garam masala', 'ground coriander', 'plum tomato', 'kosher salt']"
Fresh Mango Lassi,4,,[Beverages],Indian,"[' plain yogurt', 'mango', 'sugar']"
Naan (Indian Flat Bread),4,3300,[Breads],Indian,"['baking powder', 'all purpose flour', 'salt', 'baking soda', 'plain yogurt', 'egg', 'milk', 'butter', 'poppy seed']"
Easy Chicken Tikka Masala,4,3600,[Main Dishes],Indian,"['boneless chicken skinless thigh', 'plain yogurt', 'lime', 'cumin', 'olive oil', 'onion', 'garlic', 'ginger', 'diced tomato', 'garam masala', 'paprika', 'cayenne pepper', 'salt', 'pepper', 'chopped cilantro']"
Chicken Korma,3,3600,[Main Dishes],Indian,"['boneless skinless chicken breast', 'ground black pepper', 'yoghurt natural ', 'sunflower oil', 'onion', 'garlic clove', 'fresh ginger root', 'cardamom pod', 'ground cumin', 'ground coriander', 'ground turmeric', 'hot chili powder', 'bay leaf', 'clove', 'plain flour', 'saffron', 'caster sugar', 'fine sea salt', 'double cream', 'fresh coriander']"
Chettinad Chicken curry recipe-how to make chettinad chicken curry,4,4800,[Main Dishes],Indian,"['chicken', 'oil', 'mustard seed', 'curry leaf', 'onion', 'garlic paste', 'clove', 'cinnamon', 'cumin seed', 'fennel', 'peppercorn', 'dried red chile pepper', 'coriander seed', 'cashew nut', 'yoghurt', 'salt', 'ground turmeric', 'tomato']"
Chicken Jalfrezi,4,1500,[Main Dishes],Indian,"['vegetable oil', 'green bell pepper', 'garam masala', 'boneless chicken thigh', 'ground cumin', 'canned chopped tomato', 'ground turmeric', 'chopped cilantro', 'onion', 'mustard seed', 'garlic clove', 'fresh ginger', 'red bell pepper', 'green chile']"
#NAME?,4,4800,[Main Dishes],Indian,"['paneer', 'potato', 'red chili powder', 'corn flour', 'garam masala', 'powdered milk', 'salt', 'oil', 'onion', 'ginger piece', 'garlic clove', 'tomato pur e', 'cashew nut', 'ground turmeric', 'water', 'cream', 'kasuri methi', 'bay leaf', 'cinnamon', 'brown cardamom', 'green cardamom', 'mace', 'clove', 'cilantro leaf']"
ALOO JEERA,4,2100,,Indian,"['baby potato', 'russet potato', 'cumin seed', 'yoghurt', 'chili powder', 'coriander powder', 'chaat masala', 'cilantro leaf', 'salt']"
Dal Palak (Spinach Dal),3,2700,[Side Dishes],Indian,"['moong dal', 'onion', 'green chilies', 'garlic paste', 'lemon juice', 'garam masala', 'salt', 'oil', 'mustard seed', 'cumin seed']"
Warm Indian Potato Salad,3,15300,,Indian,"['fingerling potato', ' chicken broth', 'garlic', 'salt', 'ground turmeric', 'chili powder', 'ground cumin', 'ground cinnamon', 'black pepper', 'greek yogurt', 'fresh ginger', 'fresh cilantro', 'lime wedge']"
Carrot Banana Curry,3,3600,[],Indian,"['carrot', 'fresh orange juice', 'salt', 'water', 'butter', 'banana', 'raisin', 'cardamom pod', 'tumeric', 'cumin seed', 'yellow mustard seed', 'cayenne pepper', 'madras curry powder', 'corn starch']"
Perfect Dal,3,3600,[Main Dishes],Indian,"['moong dal', 'garlic', 'ginger root', 'tumeric', 'green chilies', 'ghee', 'shallot', 'cumin seed', 'mustard seed', 'chilli', 'fresh coriander']"
Indian Sweet Bread,4,2400,[Breads],Indian,"['all purpose flour', 'salt', 'water', 'white sugar', 'vegetable oil']"
Frizzled Onions,4,1800,,Indian,"['onion', 'vegetable oil', 'salt']"
Chicken Makhani (Indian Butter Chicken),4,3900,[Main Dishes],Indian,"['peanut oil', 'shallot', 'white onion', 'butter', 'lemon juice', 'garlic paste', 'garam masala', 'chili powder', 'ground cumin', 'bay leaf', 'plain yogurt', 'half half', 'tomato pur e', 'cayenne pepper', 'salt', 'black pepper', 'boneless chicken skinless thigh', 'corn starch', 'water']"
Indian-Seasoned Vegetable Patties,4,2100,[],Indian,"['whole wheat breadcrumb', 'new potato', 'green bean', 'carrot', 'garam masala', 'chili powder', 'ginger', 'amchur', 'salt', 'vegetable oil', 'cilantro']"
Hyderabadi Bagara Baingan,4,4200,[],Indian,"['eggplant', 'peanut oil', 'mustard seed', 'fenugreek seed', 'curry leaf', 'tamarind pulp', 'jaggery', 'ground turmeric', 'chili powder', 'salt', 'masala', 'onion', 'ginger', 'clove', 'grated coconut', 'peanut', 'sesame seed', 'poppy seed', 'dried red chile pepper', 'coriander seed']"
Perur Athama's Mutton Kuzhambu (Curry),4,3900,[Main Dishes],Indian,"['vegetable oil', 'curry leaf', 'shallot', 'red chili pepper', 'cinnamon', 'clove', 'coriander seed', 'cumin seed', 'fennel seed', 'tumeric', 'poppy seed', 'oil', 'mutton', 'rock salt', 'cilantro leaf', 'garlic', 'ginger', 'coconut', 'coconut milk', 'cardamom', 'mustard seed', 'urad dal']"
Mathura ke Dubki Wale Aloo,4,3600,,Indian,"['mustard oil', 'heeng', 'cumin seed', 'fennel seed', 'methi', 'dried red chile pepper', 'boiling potato', 'green chilies', 'ground turmeric', 'red chili powder', 'garam masala', 'salt', 'maida flour', 'amchur', 'fresh coriander']"
West Indian Lamb Curry,3,5400,[Main Dishes],Indian,"['boneless lamb', 'curry powder', 'kosher salt', 'ground ginger', 'black pepper', 'white onion', 'scallion', 'garlic clove', 'fresh ginger', 'allspice berry', 'thyme sprig', 'extra virgin olive oil', 'potato', 'carrot', 'pepper', 'cooked white rice', 'lime wedge', 'mango chutney', 'cilantro leaf']"
Vegetable Pakora,4,1200,,Indian,"['gram flour', 'onion', 'potato', 'salt', 'garam masala', 'tumeric', 'chilli', 'ginger', 'coriander', 'fenugreek leaf', 'cumin seed', 'chili powder', 'water', 'oil']"
Peanut Chicken Curry,4,1500,[Main Dishes],Indian,"['boneless skinless chicken breast half', 'i can t believe it s not butter spread', 'red bell pepper', 'onion', 'curry powder', 'garlic', 'yoghurt', 'skippi natur super chunk peanut butter spread', 'water']"
Butter Paneer (Paneer Makhani),4,2400,,Indian,"['cashew nut', 'butter', 'oil', 'onion', 'ginger', 'garlic', 'green chilies', 'whole peeled tomato', 'garam masala', 'ground cumin', 'red chili powder', 'fenugreek seed', 'sugar', 'salt', 'fenugreek leaf', 'paneer', 'cilantro']"
Nawabi Vegetable Pulao,3,600,[Main Dishes],Indian,"['rice', 'ghee', 'oil', 'floret', 'carrot', 'green bean', 'pea', 'soya chunk', 'onion', 'ginger', 'garlic', 'green chilies', 'bay leaf', 'clove', 'cardamom', 'brown cardamom', 'peppercorn', 'cinnamon', 'cumin seed', 'tumeric', 'red chile powder', 'coriander powder', 'cashew nut', 'raisin', 'coriander']"
Grilled Tandoori Chicken,4,3000,[Main Dishes],Indian,"['plain yogurt', 'lemon juice', 'onion', 'garlic', 'ginger', 'garam masala', 'paprika', 'cumin', 'coriander', 'pepper', 'salt', 'chicken']"
Chicken Tikka Tacos,4,3000,[Main Dishes],Indian,"['masala', 'chicken', 'raita', 'greek yogurt', 'english cucumber', 'purple onion', 'mint', 'ground cumin', 'kosher salt', 'cayenne pepper', 'chapati', 'whole wheat flour', 'vegetable oil', 'water', 'ghee', 'jalapeno chilies', 'cilantro', 'lime']"
Strawberry Lassi,5,600,"[Beverages, Lunch and Snacks]",Indian,"['strawberry', 'ice cube', 'buttermilk', 'coconut milk', 'sugar']"
Cauliflower Fritters With Mint Raita,4,1800,[],Indian,"['floret', 'gram flour', 'ground turmeric', 'ground coriander', 'chili powder', 'water', 'salt', 'spring onion', 'coriander', 'sunflower oil', 'cucumber', 'mint leaf', 'natural yogurt', 'pepper']"
Coconut Chutney,4,2100,,Indian,"['dry coconut', 'green chilies', 'cumin seed', 'coriander seed', 'tamarind paste', 'chana dal', 'mustard seed', 'red chili pepper', 'curry leaf', 'salt']"
Crockpot Curry Chicken,3,14700,[Main Dishes],Indian,"['skinless chicken breast', 'tomato paste', 'coconut oil', 'full fat coconut milk', 'chicken broth', 'fresh ginger', 'garlic clove', 'green chilies', 'onion', 'red bell pepper', 'garam masala', 'cumin seed', 'salt', 'pepper']"
Indian Dal,3,2700,[],Indian,"['chopped tomato', ' vegetable broth', 'red lentil', 'ginger', 'jalapeno chilies', 'fine sea salt', 'ground turmeric', 'chopped cilantro fresh', 'extra virgin olive oil', 'garlic', 'ground cardamom', 'cumin seed', 'yellow onion']"
Matar Paneer,4,2400,[Main Dishes],Indian,"['paneer', 'onion', 'tomato', 'ginger', 'clove', 'green chilies', 'cumin seed', 'coriander powder', 'ground turmeric', 'red chili powder', 'garam masala', 'pea', 'salt', 'fresh coriander']"
Curried Split-pea Soup,3,2400,[Soups],Indian,"['coconut oil', 'onion', 'green chilies', 'garlic clove', 'ginger', 'brown mustard seed', 'tomato', 'madras curry powder', 'vegetable stock', 'split pea', 'shredded coconut', 'lime juice', 'bawang goreng', 'coriander', 'yoghurt']"
Rajma Biryani (Red Kidney Beans Biryani),3,3300,[],Indian,"['rajma', 'basmati rice', 'tomato', 'garam masala', 'ground cardamom', 'clove', 'chili powder', 'curd', 'saffron', 'oil', 'salt', 'cumin seed', 'cilantro leaf']"
Slow Cooker Lamb Rogan Josh,4,3300,[Main Dishes],Indian,"['onion', 'sunflower oil', 'lamb neck fillet', 'garlic', 'fresh ginger', 'clove', 'bay leaf', 'cinnamon', 'coriander', 'tumeric', 'tomato', 'water', 'garam masala', 'salt', 'yoghurt']"
Keema (Indian-Style Ground Meat),5,1500,[],Indian,"['ground lamb', 'onion', 'garlic', 'garam masala', 'salt', 'tomato paste', 'beef broth']"
How To Make The Everyday Indian Flatbread - Roti/Chapati,4,4500,[Breads],Indian,"['atta', 'water', 'salt', 'oil', 'ghee']"
Mango Iced Tea,4,300,[Beverages],Indian,"['lipton lemon iced tea mix', 'water', 'mango']"
Indian Spicy-Sour Chickpeas With Cauliflower,4,3000,[Side Dishes],Indian,"['fresh ginger', 'lemon juice', 'vegetable oil', 'onion', 'jalapeno chilies', 'tomato', 'cumin', 'coriander', 'tumeric', 'cardamom', 'clove', 'salt', 'chickpea', 'cauliflower floret', 'cilantro', 'water']"
Indian-Spiced Mixed Nuts,5,2400,[Appetizers],Indian,"['salted mixed nut', 'unsalted butter', 'peeled fresh ginger', 'garam masala', 'ground cumin', 'cayenne pepper']"
